eval_date,eval_year,province,n_children,dose1,dose2,dose3,dose1_on_schedule,dose2_on_schedule,dose3_on_schedule,dose_1_cov,dose_2_cov,dose_3_cov,dose_1_on_schedule_cov,dose_2_on_schedule_cov,dose_3_on_schedule_cov
2021-12-31,2021,Long An,142178,128607,116840,92289,61264,38405,5922,0.9045492270252782,0.8217867743251417,0.6491088635372562,0.430896481874833,0.2701191464220906,0.04165201367300145
2022-12-31,2022,Long An,127336,118920,111010,91231,62256,41890,7160,0.9339071433058993,0.8717880253816674,0.716458817616385,0.48891122699001066,0.3289721681221336,0.05622918891750958
2023-12-31,2023,Long An,102257,95504,88938,72987,49717,33702,6371,0.9339605112608428,0.8697497481834985,0.7137604271590209,0.4861965440018776,0.32958134895410585,0.06230380316261967
2019-12-31,2019,Lào Cai,87889,72484,68390,64516,37339,23846,2814,0.8247220926395795,0.7781406091774853,0.734062283107101,0.42484269931390733,0.2713195052850755,0.0320176586375997
2020-12-31,2020,Lào Cai,103492,87452,83018,78966,45089,28748,3505,0.845012174854095,0.8021682835388243,0.7630154987825146,0.4356761875314034,0.2777799250183589,0.03386735206586016
2021-12-31,2021,Lào Cai,102955,86825,82055,77682,44027,28424,3738,0.8433296100237968,0.796998688747511,0.7545238210868827,0.42763343208197757,0.27608178330338495,0.03630712447185663
2022-12-31,2022,Lào Cai,93997,80049,75462,71031,38414,24444,3454,0.8516122854984733,0.8028128557294382,0.7556730533953211,0.4086726172111876,0.2600508526867879,0.036745853591072054
2023-12-31,2023,Lào Cai,76255,63760,59607,55565,28678,17868,2736,0.8361418923349289,0.781679889843289,0.7286735296046161,0.3760802570323257,0.23431906104517736,0.035879614451511374
2019-12-31,2019,Lâm Đồng,144871,119221,109222,88103,54186,32094,3055,0.8229459312077642,0.7539259064961241,0.6081479385108131,0.3740293088333759,0.2215350208116186,0.021087726322038227
2020-12-31,2020,Lâm Đồng,169653,144730,132552,106622,66246,39648,4105,0.8530942571012596,0.781312443634949,0.6284710556253058,0.3904793902848756,0.23370055348269703,0.02419644804394853
2021-12-31,2021,Lâm Đồng,169929,144796,131540,105210,66522,39907,4706,0.8520970522983128,0.774088001459433,0.619140935331815,0.39146937838744417,0.23484514120603311,0.027693919225088126
2022-12-31,2022,Lâm Đồng,153906,131757,118456,90755,58634,34847,4672,0.8560874819695139,0.769664600470417,0.589678115213182,0.3809728015801853,0.22641742362221096,0.030356191441529245
2023-12-31,2023,Lâm Đồng,123975,104892,93203,68438,44567,26084,3844,0.8460738052026618,0.7517886670699738,0.5520306513409962,0.3594837668884856,0.21039725751159508,0.031006251260334745
2019-12-31,2019,Lạng Sơn,88570,72375,69461,66728,47552,33509,3390,0.8171502766173648,0.7842497459636446,0.7533927966580106,0.5368860788077227,0.37833352150841143,0.038274810884046516
2020-12-31,2020,Lạng Sơn,94228,83510,80758,78374,56192,39641,4059,0.886254616462198,0.8570488602114021,0.8317485248546079,0.5963407904232287,0.42069236320414316,0.043076367958568576
2021-12-31,2021,Lạng Sơn,90587,80574,78019,75603,53009,37340,4141,0.8894653758265535,0.8612604457593253,0.8345899522006469,0.5851722653360858,0.4122004261097067,0.04571296102089704
2022-12-31,2022,Lạng Sơn,81076,73352,71357,69426,47149,32817,3903,0.904731363165425,0.8801248211554591,0.8563076619468153,0.5815407765553308,0.404768365484237,0.04814001677438453
2023-12-31,2023,Lạng Sơn,64795,58017,56273,54542,35026,23678,3021,0.8953931630527047,0.8684775059803997,0.8417624816729686,0.5405664017285284,0.36542943128327804,0.04662396789875762
2019-12-31,2019,Nam Định,209698,174352,165022,155638,124323,94650,8656,0.8314433137178228,0.7869507577563926,0.7422006886093334,0.5928668847580807,0.4513633892550239,0.04127840990376637
2020-12-31,2020,Nam Định,226993,207300,198430,189455,152022,116383,12916,0.9132440207407276,0.874167925883177,0.8346292616952946,0.669721092720921,0.5127162511619301,0.05690043305300163
2021-12-31,2021,Nam Định,222600,205470,197396,188914,152509,118651,17155,0.9230458221024259,0.8867744833782569,0.848670260557053,0.685125786163522,0.5330233602875112,0.07706648697214735
2022-12-31,2022,Nam Định,202511,188953,182791,175252,139845,109033,18912,0.9330505503404753,0.9026225735885952,0.865394966199367,0.6905550809585652,0.538405321192429,0.09338751969028843
2023-12-31,2023,Nam Định,162265,150795,145600,138956,108741,84437,16757,0.9293131605706715,0.8972976304193757,0.856352263273041,0.6701445166856685,0.5203648353002804,0.10326934335808707
2019-12-31,2019,Nghệ An,422306,323675,297066,271848,202470,139326,14460,0.7664466050683627,0.7034377915539917,0.6437227981605755,0.47943907971944516,0.3299171690669799,0.03424057437024338
2020-12-31,2020,Nghệ An,485453,395388,366093,339257,246489,169615,19433,0.8144722558105522,0.7541265580808029,0.6988462322820129,0.5077504928386476,0.34939530706371164,0.04003065178297384
2021-12-31,2021,Nghệ An,483136,395373,364274,335938,241418,166332,21930,0.8183472148628957,0.7539781759173401,0.695328023579282,0.49968952841435954,0.34427573188501787,0.0453909458206385
2022-12-31,2022,Nghệ An,437384,362206,334045,306786,217239,150338,23092,0.8281189984087209,0.7637339271669745,0.7014111170047372,0.49667797633201033,0.34372084941378744,0.05279571269182229
2023-12-31,2023,Nghệ An,349265,286201,262755,239589,164962,112688,19120,0.8194379625785578,0.7523084191086997,0.6859805591742659,0.4723118548952801,0.32264326514251357,0.054743532847551284
2019-12-31,2019,Ninh Bình,116231,95845,90796,86086,68098,48934,4652,0.824607892902926,0.7811685350723989,0.7406457829666784,0.5858850048610096,0.421006444063976,0.04002374581652055
2020-12-31,2020,Ninh Bình,132466,115362,109927,104929,83554,60906,6534,0.8708800748871408,0.829850678664714,0.7921202421753507,0.6307580813189799,0.4597859073271632,0.04932586475020005
2021-12-31,2021,Ninh Bình,130967,113543,108523,103736,84857,63789,8376,0.8669588522299511,0.8286285858269641,0.7920773935418846,0.6479265769239579,0.487061626211183,0.06395504210984447
2022-12-31,2022,Ninh Bình,119851,104468,100378,96164,78855,60093,9143,0.871648964130462,0.8375232580454064,0.8023629339763539,0.6579419445811883,0.5013975686477377,0.07628638893292505
2023-12-31,2023,Ninh Bình,97384,83499,79955,76211,62130,47125,7976,0.8574201100796845,0.8210280949642652,0.782582354390865,0.6379898135217285,0.4839090610367206,0.08190257126427339
2019-12-31,2019,Ninh Thuận,84522,52054,47496,43453,26812,16677,1807,0.6158633255247155,0.5619365372329098,0.5141028371311611,0.3172191855374932,0.19730957620501172,0.021379049241617567
2020-12-31,2020,Ninh Thuận,91924,63708,58237,53726,32351,19892,2171,0.6930507810800226,0.6335342239241112,0.5844610765414908,0.35193203080805885,0.21639615334406684,0.023617336060223662
2021-12-31,2021,Ninh Thuận,91533,63831,57485,52159,31045,18627,2085,0.6973550522762283,0.6280248653491091,0.5698382004304459,0.33916729485540736,0.2035003769132444,0.022778669987873226
2022-12-31,2022,Ninh Thuận,82322,58772,53083,48138,27816,16495,1960,0.7139282330361264,0.6448215543840042,0.5847525570321421,0.3378926653871383,0.2003717110857365,0.02380894536089988
2023-12-31,2023,Ninh Thuận,65946,46844,42006,37718,20553,11642,1461,0.7103387620174082,0.6369757073969612,0.571952809874746,0.3116640887999272,0.17653837988657387,0.02215449003730325
2019-12-31,2019,Phú Thọ,170322,157353,153046,148866,112129,80057,8367,0.9238559904181491,0.8985685936050539,0.8740268432733294,0.6583353882645812,0.4700332311738942,0.049124599288406665
2020-12-31,2020,Phú Thọ,165280,155275,151208,147217,113224,82859,10559,0.9394663601161665,0.9148596321393998,0.8907127299128751,0.6850435624394966,0.5013250242013553,0.06388552758954502
2021-12-31,2021,Phú Thọ,157736,149366,145917,142330,110074,81839,13266,0.9469366536491353,0.9250710047167419,0.9023304762387787,0.6978368920221129,0.5188352690571588,0.08410255109803723
2022-12-31,2022,Phú Thọ,141831,136144,133622,130603,100968,76164,14523,0.9599029831278071,0.9421212569889517,0.9208353603937081,0.7118895022949848,0.5370053091355205,0.10239651416122005
2023-12-31,2023,Phú Thọ,112421,107338,105006,102163,78689,60365,12870,0.9547860275215485,0.934042572117309,0.9087537026000481,0.699949297729072,0.5369548393983331,0.11448039067434021
2019-12-31,2019,Phú Yên,104176,77587,72080,59898,39979,25130,2473,0.7447684687452004,0.6919060052219321,0.5749692827522654,0.3837640147442789,0.24122638611580402,0.023738673014897866
2020-12-31,2020,Phú Yên,108166,93740,87558,74667,49312,31339,3154,0.866630919142799,0.8094780245178707,0.6903000942995026,0.4558918699036666,0.28973059926409406,0.029158885416859272
2021-12-31,2021,Phú Yên,104160,91369,85974,76062,49194,30915,3665,0.8771985407066052,0.8254032258064516,0.730241935483871,0.4722926267281106,0.29680299539170507,0.03518625192012289
2022-12-31,2022,Phú Yên,92639,82742,78347,70480,46080,30006,3972,0.8931659452282515,0.8457237232698971,0.7608026856939302,0.4974146957544878,0.3239024600870044,0.042876110493420695
2023-12-31,2023,Phú Yên,73808,65983,62549,57062,37095,24218,3394,0.8939816822024713,0.8474555603728593,0.773114025579883,0.5025877953609365,0.3281216128332972,0.045984175157164534
2019-12-31,2019,Quảng Bình,119394,88807,82348,75646,49429,31222,2958,0.7438145970484279,0.6897164011591872,0.6335829271152654,0.4139990284268891,0.2615039281705948,0.024775114327353135
2020-12-31,2020,Quảng Bình,128952,106413,99090,91809,58849,37041,3618,0.825214033128606,0.768425460636516,0.711962590731435,0.4563636081642782,0.2872464172715429,0.028056951423785594
2021-12-31,2021,Quảng Bình,126401,106366,99398,92543,59783,37814,4038,0.8414965071478865,0.7863703609939795,0.732138195109216,0.47296303035577253,0.2991590256406199,0.031945949794700994
2022-12-31,2022,Quảng Bình,112726,97591,91784,85897,56867,37178,4372,0.8657363873463088,0.8142220960559232,0.7619981193336054,0.5044710182211735,0.32980856235473627,0.03878430885509998
2023-12-31,2023,Quảng Bình,90050,77617,72643,67595,43003,27814,3430,0.8619322598556357,0.8066962798445309,0.7506385341476958,0.4775458078845086,0.3088728484175458,0.03808995002776235
2019-12-31,2019,Quảng Nam,177184,142868,132709,123276,97541,69137,8006,0.8063256275961712,0.7489897507675637,0.6957513093733069,0.5505068177713563,0.3901988892902294,0.04518466678706881
2020-12-31,2020,Quảng Nam,199037,171679,160495,150120,119065,84640,10657,0.8625481694358336,0.8063576119013047,0.7542316252757025,0.5982053588026347,0.42524756703527483,0.05354280862352226
2021-12-31,2021,Quảng Nam,196691,170786,159743,149812,119171,86090,12505,0.8682959566019798,0.8121520557625921,0.7616616927058177,0.605879272564581,0.4376916076485452,0.06357687947084513
2022-12-31,2022,Quảng Nam,178848,156256,147278,138554,110723,81777,13454,0.8736804437287529,0.8234813920200393,0.7747025407049561,0.6190899534800501,0.45724302200751477,0.07522589014134907
2023-12-31,2023,Quảng Nam,144052,125381,118198,110808,87665,64309,11694,0.8703870824424513,0.8205231444200706,0.7692222253075278,0.6085649626523756,0.44642906728125953,0.08117901868769611
2019-12-31,2019,Quảng Ngãi,148841,117196,108862,101457,74987,51079,5490,0.7873905711463911,0.7313979347088504,0.6816468580565839,0.5038060749390288,0.3431782909279029,0.03688499808520502
2020-12-31,2020,Quảng Ngãi,171843,142028,132637,124099,92404,63880,7636,0.8264986062859704,0.7718498862333641,0.7221649994471698,0.5377233870451517,0.37173466478122474,0.04443590952206374
2021-12-31,2021,Quảng Ngãi,173546,140829,131169,122395,92071,64227,9219,0.8114793772256347,0.7558169015707651,0.7052597005981123,0.5305279291945652,0.3700863171723923,0.053121362635842946
2022-12-31,2022,Quảng Ngãi,158490,129745,121326,113476,85561,61102,10730,0.8186320903527037,0.7655120196857846,0.7159820808883841,0.5398510947062907,0.38552590068774056,0.06770143226702
2023-12-31,2023,Quảng Ngãi,128440,104100,97158,90423,68082,48787,9429,0.8104951728433509,0.7564465898473995,0.704009654313298,0.53006851448147,0.37984272812208036,0.07341170974774214
2019-12-31,2019,Quảng Ninh,150312,115490,109977,104943,71832,48413,6023,0.7683351961253925,0.7316581510458247,0.6981678109532173,0.47788599712597796,0.32208339986162116,0.04006998775879504
2020-12-31,2020,Quảng Ninh,148032,132641,127196,122075,84922,58286,8869,0.8960292369217466,0.8592466493731085,0.8246527777777778,0.5736732598357112,0.3937391915261565,0.059912721573713794
2021-12-31,2021,Quảng Ninh,140935,128990,124254,119529,87654,63171,11666,0.9152446163124844,0.8816404725582715,0.8481143789690283,0.6219462872955618,0.4482279064817114,0.08277574768510307
2022-12-31,2022,Quảng Ninh,126794,118342,114922,110961,83222,62060,13405,0.9333406943546224,0.9063678092023282,0.8751281606385161,0.6563559789895421,0.4894553370033282,0.10572266826505985
2023-12-31,2023,Quảng Ninh,101670,94866,91960,88544,66511,49991,12235,0.9330776040129832,0.9044949345923085,0.8708960361955346,0.6541851086849612,0.49169863283171045,0.12034031671092751
2019-12-31,2019,Quảng Trị,77169,61548,57457,53681,41659,30403,2710,0.7975741554251059,0.7445606396350867,0.6956290738508987,0.5398411279140588,0.39397944770568494,0.035117728621596754
2020-12-31,2020,Quảng Trị,87546,71455,68226,65320,49561,36437,3306,0.8161994836999977,0.7793160167226373,0.746122038699655,0.5661138144518311,0.41620405272656663,0.0377630045918717
2021-12-31,2021,Quảng Trị,89001,73515,67263,61958,47769,34548,3455,0.8260019550342131,0.7557555533083898,0.6961494814665004,0.5367243064684667,0.38817541375939596,0.03881978854170178
2022-12-31,2022,Quảng Trị,81196,70240,63555,58667,44287,32251,3619,0.8650672446918567,0.7827356027390512,0.722535592886349,0.5454332725750037,0.39719936942706535,0.0445711611409429
2023-12-31,2023,Quảng Trị,64690,55631,49756,45458,32947,23381,2757,0.8599628999845417,0.7691451538104808,0.702705209460504,0.5093059205441336,0.3614314422631009,0.04261864275776782
2019-12-31,2019,Sóc Trăng,170543,127325,114810,96048,64561,40656,5804,0.7465859050210211,0.6732026527034237,0.5631893422773142,0.3785614185278786,0.23839149070908802,0.03403247274880822
2020-12-31,2020,Sóc Trăng,171978,131069,118179,98875,64345,40060,5893,0.7621265510704858,0.6871751037923456,0.5749281884892253,0.37414669318168603,0.23293677098233495,0.034266010768819265
2021-12-31,2021,Sóc Trăng,169254,125769,111486,92879,60610,37934,5910,0.7430784501400263,0.658690488851076,0.5487551254327815,0.3581008425207085,0.2241246883382372,0.03491793399269737
2022-12-31,2022,Sóc Trăng,154548,116656,103226,86779,54504,34037,5839,0.7548205088386779,0.6679219401092217,0.5615019282035355,0.35266713254134635,0.22023578435178714,0.037781142428242355
2023-12-31,2023,Sóc Trăng,124133,92881,81485,68437,42381,26243,4882,0.7482377772228175,0.6564330194227159,0.551319955209332,0.34141606180467726,0.21141034213303472,0.03932878444893783
2019-12-31,2019,Sơn La,102044,92648,88505,84532,63687,46033,6575,0.9079220728313276,0.8673219395554859,0.8283877543020658,0.6241131276704167,0.45110932538904785,0.06443298969072164
2020-12-31,2020,Sơn La,79761,72167,68462,64637,49012,34755,4899,0.9047905618033876,0.8583392886247665,0.8103835207682952,0.6144857762565665,0.43573927107232857,0.0614209952232294
2021-12-31,2021,Sơn La,51594,44854,41281,37594,30219,21066,2783,0.8693646548048223,0.8001124161724231,0.7286506182889483,0.585707640423305,0.4083032910803582,0.05394038066441834
2022-12-31,2022,Sơn La,25139,19031,15764,12518,12160,7895,1085,0.7570309081506822,0.6270734714984685,0.49795139027009827,0.4837105692350531,0.31405386053542306,0.043160030231910576
2023-12-31,2023,Sơn La,1377,1175,1089,988,752,533,123,0.8533042846768337,0.7908496732026143,0.7175018155410312,0.5461147421931736,0.38707334785766156,0.08932461873638345
2019-12-31,2019,Thanh Hóa,326118,231197,210650,190160,135899,94648,10698,0.7089366425649611,0.6459318406221061,0.5831018220398752,0.41671726185000524,0.290226237128892,0.03280407705186466
2020-12-31,2020,Thanh Hóa,356959,295947,275607,255899,183366,129548,16825,0.8290784095652441,0.7720970755745058,0.7168862530430665,0.5136892472244712,0.36292123185015646,0.047134264719477584
2021-12-31,2021,Thanh Hóa,409279,352245,330532,310066,227279,164729,24000,0.8606476266800887,0.8075957965104489,0.7575907877022764,0.5553155671314678,0.4024858348461563,0.05863970543321304
2022-12-31,2022,Thanh Hóa,416840,372366,353639,334033,246644,181431,28223,0.8933067843776988,0.8483806736397659,0.8013458401305057,0.5916994530275406,0.4352533346128011,0.06770703387390846
2023-12-31,2023,Thanh Hóa,342476,304218,288515,271094,195174,142612,24738,0.8882899823637277,0.8424385942372604,0.7915707962017776,0.5698910288604165,0.4164145808757402,0.07223279879466006
2019-12-31,2019,Hồ Chí Minh,679502,371736,176288,55448,86377,34383,6030,0.5470712374650847,0.2594370583162375,0.08160093715691787,0.12711809531097776,0.05060029256720363,0.008874146065795244
2020-12-31,2020,Hồ Chí Minh,697288,497089,285359,124221,147860,80606,24951,0.7128890788311286,0.40924123174355503,0.17814877066577942,0.21205011415656086,0.11559929326189465,0.03578291896605133
2021-12-31,2021,Hồ Chí Minh,636151,504956,328838,187961,189724,122652,45762,0.7937675174604771,0.5169181530800078,0.29546601357224933,0.29823736817202207,0.192803280982031,0.0719357511031186
2022-12-31,2022,Hồ Chí Minh,535925,455222,329003,222634,207239,149361,61246,0.8494136306386155,0.6138974669963148,0.41542006810654475,0.3866940336800858,0.27869757895227876,0.11428091617297197
2023-12-31,2023,Hồ Chí Minh,410174,360774,278227,204212,187031,141757,59995,0.8795633072793497,0.6783145689390356,0.49786675898521116,0.45597965741368296,0.3456021103239113,0.1462671939225792
2019-12-31,2019,Thái Bình,189781,145697,135919,126826,102604,76819,6133,0.7677112039666774,0.7161886595602299,0.6682755386471776,0.5406442162281788,0.4047770851665867,0.03231619603648416
2020-12-31,2020,Thái Bình,208014,177605,167421,157973,129135,98238,9443,0.8538127241435672,0.8048544809483977,0.7594344611420385,0.6207995615679713,0.47226628976895785,0.045395982962685204
2021-12-31,2021,Thái Bình,207411,177117,167021,157644,130409,101121,12736,0.8539421727873642,0.80526587307327,0.760056120456485,0.6287467877788545,0.48753923369541635,0.06140465066944376
2022-12-31,2022,Thái Bình,191147,164309,155417,146679,120633,94356,14348,0.8595949714094389,0.8130758003002925,0.7673622918486819,0.6311006712111621,0.49363055658733856,0.07506264811898695
2023-12-31,2023,Thái Bình,154586,131749,124208,116441,94246,73556,12731,0.8522699338879329,0.803488026082569,0.7532441488879976,0.6096671108638557,0.475825753949258,0.08235545262831045
2019-12-31,2019,Thái Nguyên,115248,83503,80210,77563,64977,48459,4299,0.7245505344995141,0.6959773705400527,0.6730095099264195,0.5638015410245731,0.4204758433985839,0.03730216576426489
2020-12-31,2020,Thái Nguyên,130684,82780,79522,76776,64345,47976,4310,0.6334363808882495,0.6085060145082796,0.5874934957607665,0.492370909981329,0.36711456643506474,0.03298031893728383
2021-12-31,2021,Thái Nguyên,126447,80248,64916,58613,53038,38887,4081,0.6346374370289528,0.5133850546078594,0.4635380831494618,0.41944846457409035,0.3075359636843895,0.032274391642348174
2022-12-31,2022,Thái Nguyên,114150,78578,55931,49544,45737,34100,4948,0.6883749452474813,0.4899780989925537,0.43402540516863775,0.40067455102934735,0.2987297415681121,0.04334647393780114
2023-12-31,2023,Thái Nguyên,88980,54375,32143,26150,26431,19554,3625,0.6110923803101821,0.36123848055742863,0.2938862665767588,0.29704427961339624,0.21975724881995953,0.0407394920206788
2019-12-31,2019,Thừa Thiên Huế,143871,110600,100664,91574,66416,44033,4505,0.7687442222546587,0.6996823543313107,0.6365007541478129,0.46163577093368363,0.3060588999867937,0.03131277324825712
2020-12-31,2020,Thừa Thiên Huế,166838,135019,124084,114278,80149,52442,5684,0.8092820580443304,0.743739435859936,0.6849638571548449,0.48040014864719066,0.3143288699217205,0.034068977091549886
2021-12-31,2021,Thừa Thiên Huế,167968,134230,123211,113414,79862,52753,6639,0.7991403124404648,0.7335385311487902,0.6752119451324061,0.47545961135454373,0.31406577443322536,0.039525385787769096
2022-12-31,2022,Thừa Thiên Huế,154087,123955,114475,105321,73820,49268,7232,0.8044481364423994,0.7429244517707528,0.6835164549897136,0.47908000025959363,0.31974144476821537,0.04693452400267381
2023-12-31,2023,Thừa Thiên Huế,125097,99337,91555,83833,57188,37590,6083,0.7940797940797941,0.731872067275794,0.6701439682806143,0.4571492521803081,0.3004868222259527,0.04862626601757036
2019-12-31,2019,Tiền Giang,169569,128907,116701,91426,67021,42211,4731,0.7602038108380659,0.6882213140373535,0.5391669467886229,0.39524323431759345,0.24893111358797892,0.027900146842878122
2020-12-31,2020,Tiền Giang,188707,156324,143426,114539,83846,53131,6649,0.828395343045038,0.760045997233807,0.6069674150932398,0.4443184407573646,0.28155288357082675,0.035234517002548926
2021-12-31,2021,Tiền Giang,187561,151814,136736,109922,79526,50672,7128,0.8094113381779794,0.7290214916747085,0.5860600018127435,0.42400072509743497,0.2701627737109527,0.03800363615037241
2022-12-31,2022,Tiền Giang,169435,142064,127169,98603,73529,46914,7309,0.8384572254846991,0.7505474075604214,0.5819517809189365,0.43396582760350577,0.27688494112786616,0.04313748635169829
2023-12-31,2023,Tiền Giang,137942,114410,101581,77470,59619,38179,6409,0.8294065621783068,0.7364037059053805,0.5616128517782836,0.4322033898305085,0.2767757463281669,0.04646155630627365
2019-12-31,2019,Trà Vinh,120137,85261,78065,67492,45080,29022,3381,0.7096980946752458,0.6497998118814353,0.5617919541856381,0.37523826964215856,0.24157420278515362,0.02814287022316189
2020-12-31,2020,Trà Vinh,135986,104035,94849,82344,54500,35162,4166,0.7650419896165782,0.6974909181827541,0.6055329225067286,0.40077655052726013,0.25857073522274354,0.03063550659626726
2021-12-31,2021,Trà Vinh,133531,100010,89822,78291,51389,33083,4300,0.7489646598917106,0.6726677700309291,0.5863132905467644,0.38484696437531357,0.24775520291168343,0.03220226014932862
2022-12-31,2022,Trà Vinh,119997,93085,83517,73236,45096,28724,4204,0.7757277265264965,0.6959923998099953,0.610315257881447,0.3758093952348809,0.23937265098294125,0.03503420918856305
2023-12-31,2023,Trà Vinh,96202,74326,65994,57019,33949,21345,3361,0.7726034801771273,0.6859940541776678,0.5927007754516538,0.35289287125007796,0.22187688405646452,0.03493690359867778
2019-12-31,2019,Tuyên Quang,86625,72621,69132,65579,47179,33439,3454,0.8383376623376624,0.798060606060606,0.7570447330447331,0.5446349206349206,0.38602020202020204,0.03987301587301587
2020-12-31,2020,Tuyên Quang,102721,87067,83279,79981,57370,40585,4335,0.847606623767292,0.8107300357278453,0.7786236504706925,0.5585031298371317,0.39509934677427205,0.042201691961721556
2021-12-31,2021,Tuyên Quang,101244,84641,80414,76904,55572,39486,4570,0.8360100351625775,0.7942594129034807,0.7595906917940817,0.5488917861799217,0.3900082967879578,0.04513847734186717
2022-12-31,2022,Tuyên Quang,91945,76889,72952,69412,49201,34770,4413,0.8362499320245799,0.7934308554026864,0.7549295774647887,0.535113383000707,0.37816085703409646,0.047996084615802924
2023-12-31,2023,Tuyên Quang,74264,60580,57047,53805,37383,26127,3525,0.815738446622859,0.7681649251319617,0.724509856727351,0.5033798341053539,0.3518124528708392,0.04746579769471076
2019-12-31,2019,Tây Ninh,115532,82822,73636,61869,45822,30373,4337,0.7168749783609736,0.63736453969463,0.5355139701554548,0.3966173873905065,0.2628968597444864,0.0375393830280788
2020-12-31,2020,Tây Ninh,133213,101115,90117,75506,56815,38243,5922,0.7590475404052157,0.6764880304474788,0.5668065429049718,0.4264974139160592,0.28708159113600024,0.04445512074647369
2021-12-31,2021,Tây Ninh,132255,96907,84881,71519,53792,36379,6210,0.7327284412687611,0.641798041661941,0.5407659445767646,0.40672942421836605,0.2750671052134135,0.04695474651241919
2022-12-31,2022,Tây Ninh,119423,86650,75581,62033,47702,32582,6138,0.7255721259723839,0.6328847876874639,0.5194393039866693,0.399437294323539,0.2728285171198178,0.05139713455532016
2023-12-31,2023,Tây Ninh,96498,67543,58287,46745,36268,24878,5138,0.6999419677091753,0.6040228813032394,0.484414184749943,0.3758419863624117,0.2578084519886423,0.05324462683164418
2019-12-31,2019,Vĩnh Long,109938,75200,68859,58907,43234,28218,3347,0.6840219032545617,0.6263439393112482,0.5358201895613891,0.3932580181556877,0.2566719423675162,0.030444432316396514
2020-12-31,2020,Vĩnh Long,116312,90601,83534,73054,52583,34726,4541,0.7789480019258546,0.7181890088726872,0.6280865258958663,0.4520857693101314,0.29855904807758443,0.03904154343489924
2021-12-31,2021,Vĩnh Long,113950,88175,80864,71239,51922,35073,5126,0.7738043001316367,0.7096445809565599,0.62517770952172,0.4556559894690654,0.3077928916191312,0.044984642387011844
2022-12-31,2022,Vĩnh Long,102598,81694,75246,66624,48144,32860,5449,0.7962533382717012,0.7334061092808827,0.6493693834187801,0.4692489132341761,0.3202791477416714,0.053110197079865105
2023-12-31,2023,Vĩnh Long,82061,65554,60220,53156,38038,25867,4786,0.7988447618235215,0.7338443353115366,0.6477620306844908,0.46353322528363045,0.3152167290186568,0.05832246743276343
2019-12-31,2019,Vĩnh Phúc,98468,84520,80060,75385,60207,44396,5292,0.8583499207864483,0.8130560181988057,0.7655786651500995,0.6114372181825568,0.4508672868343015,0.05374334809278141
2020-12-31,2020,Vĩnh Phúc,118260,105420,100952,96388,77814,58343,8012,0.8914256722475901,0.8536445120920007,0.8150515812616269,0.6579908675799087,0.49334517165567393,0.06774902756637917
2021-12-31,2021,Vĩnh Phúc,132092,119510,115128,110698,90738,69413,10997,0.9047482057959604,0.8715743572661478,0.8380371256397057,0.6869303212912212,0.525489810132332,0.08325258153408231
2022-12-31,2022,Vĩnh Phúc,130783,120907,117389,113208,92978,72125,12596,0.9244855982811222,0.8975860777012303,0.8656170909063104,0.7109333781913552,0.5514860494100915,0.096312211831813
2023-12-31,2023,Vĩnh Phúc,105632,96689,93540,89673,72499,55719,11064,0.9153381551045138,0.8855271129960618,0.8489188882156922,0.6863355801272342,0.5274822023629203,0.10474098757952136
2019-12-31,2019,Yên Bái,88132,77672,74860,69518,42992,28318,2788,0.8813143920482912,0.8494077066218854,0.7887940816048654,0.48781373394453775,0.3213134843189761,0.03163436663187038
2020-12-31,2020,Yên Bái,101643,93320,90334,83768,52406,34818,3584,0.9181153645602746,0.8887380340997413,0.8241393898251724,0.5155888747872456,0.3425518727310292,0.03526066723729131
2021-12-31,2021,Yên Bái,99059,90806,88307,83812,52046,34995,3978,0.9166860154049606,0.8914586256675314,0.8460816281206149,0.5254040521305484,0.3532743112690417,0.040157885704479146
2022-12-31,2022,Yên Bái,90089,83780,81481,77382,48151,32537,4125,0.9299692526279568,0.9044500438455305,0.8589505933021789,0.5344825672390636,0.36116507009734816,0.04578805403545383
2023-12-31,2023,Yên Bái,72388,66615,64525,61008,37013,24806,3352,0.9202492125766701,0.8913770238161021,0.8427916229209261,0.5113140299497154,0.34268110736586177,0.04630601757197326
2019-12-31,2019,Điện Biên,80932,64983,61371,58819,34125,22575,2967,0.802933326743439,0.7583032669401473,0.7267706222507785,0.42165027430435426,0.27893787377057283,0.03666040626698957
2020-12-31,2020,Điện Biên,76348,69643,67445,66294,37124,24675,3296,0.9121784460627652,0.8833892177922146,0.8683135118143239,0.4862471839471892,0.3231911772410541,0.04317074448577566
2021-12-31,2021,Điện Biên,60949,56702,54990,54019,29779,19934,2602,0.9303187911204449,0.9022297330555055,0.8862983806132997,0.4885888201611183,0.3270603291276313,0.04269143054028778
2022-12-31,2022,Điện Biên,45627,42713,41402,40546,21055,13882,1907,0.9361343064413615,0.9074013193942183,0.8886404979507747,0.4614592237052622,0.30424967672649966,0.041795428145615536
2023-12-31,2023,Điện Biên,30396,28359,27472,26825,12251,7772,1100,0.9329846032372681,0.9038031319910514,0.8825174365048033,0.40304645348072116,0.25569153836031056,0.03618897223318858
2019-12-31,2019,Đà Nẵng,105753,68722,58190,51818,41936,29467,4673,0.6498349928607227,0.550244437510047,0.48999082768337543,0.3965466700708254,0.2786398494605354,0.0441878717388632
